protocol,packet_size,src_bytes,dst_bytes,src_ip,dest_ip,service,tcp_flags,error_rate,wrong_fragment,count,is_threat,attack_type
tcp,427,234,193,192.168.240.12,70.65.26.164,ssh,U,0.010134002614547194,0,29,0,normal
tcp,1059,617,442,192.168.31.13,37.69.126.219,http,SA,0.12209307971699167,0,36,0,normal
tcp,977,245,732,192.168.232.235,3.125.192.251,mysql,F,0.03250158224499328,0,48,0,normal
tcp,1145,392,753,8.253.104.141,192.168.69.162,mysql,F,0.11666317005823962,0,25,0,normal
tcp,71,46,25,209.163.127.26,192.168.98.162,mysql,S,0.36123324153058056,0,14,1,probe
tcp,564,396,168,192.168.40.6,192.168.5.235,pop3,U,0.0663712918839445,0,25,0,normal
udp,710,413,297,192.168.162.205,134.232.163.46,tftp,,0.11820330366032876,0,75,0,normal
tcp,549,182,367,192.168.162.147,192.168.82.31,telnet,A,0.28440453781501834,0,96,0,normal
tcp,922,363,559,192.168.109.98,192.168.181.57,pop3,PA,0.0422240846183274,0,96,0,normal
tcp,352,276,76,109.219.15.12,185.128.187.125,imap,A,0.030937168592136428,0,72,0,normal
tcp,68,52,16,192.168.249.129,192.168.188.163,mysql,S,0.18778325576367597,0,65,1,probe
udp,1371,568,803,119.72.86.246,115.2.219.52,ntp,,0.048939525804504065,0,91,0,normal
udp,469,161,308,192.168.45.191,192.168.94.37,sip,,0.0656616762984904,0,10,0,normal
tcp,381,333,48,192.168.168.85,192.168.120.151,smtp,S,0.7690080234260993,0,36,1,dos
udp,452,438,14,85.191.224.66,192.168.200.6,tftp,,0.47982009652569946,0,84,1,dos
tcp,542,195,347,31.137.66.136,9.212.92.113,http,A,0.008605018178125532,0,84,0,normal
tcp,923,598,325,35.174.220.203,192.168.65.129,telnet,U,0.051150917541184594,0,75,0,normal
tcp,885,549,336,192.168.254.176,165.185.186.23,pop3,A,0.0875970362696841,0,32,0,normal
tcp,569,261,308,192.168.32.164,192.168.157.134,http,A,0.004010000662785991,0,72,0,normal
tcp,643,426,217,192.168.9.107,192.168.159.88,pop3,U,2.276206608319982e-06,0,54,0,normal
tcp,1336,581,755,41.34.96.182,192.168.129.162,http,A,0.08151930770498438,0,20,1,u2r
tcp,788,354,434,192.168.102.48,57.137.221.101,smtp,R,0.011480730067203137,0,60,0,normal
udp,582,283,299,192.168.22.203,202.150.51.190,tftp,,0.0035485221656281095,0,46,0,normal
tcp,200,82,118,88.209.39.144,192.168.164.231,ftp,PA,0.11949438860342218,0,10,1,r2l
tcp,782,409,373,87.149.53.125,131.31.201.22,imap,FA,0.028846339250718046,0,48,0,normal
tcp,247,70,177,192.168.129.24,192.168.149.43,http,PA,0.0008861032423072471,0,83,0,normal
udp,112,80,32,192.168.183.31,193.92.47.16,snmp,,0.1617950638812943,0,34,0,normal
tcp,472,315,157,192.168.21.179,192.168.186.136,https,S,0.6513365904802414,1,60,1,dos
udp,386,309,77,192.168.138.196,192.168.143.153,dns,,0.5107241652829462,0,18,1,dos
tcp,263,84,179,90.244.175.119,192.168.70.209,imap,A,0.16897087548067924,0,31,1,r2l
tcp,716,408,308,192.168.93.191,107.159.209.108,pop3,PA,0.019954905253347695,0,69,0,normal
tcp,454,387,67,192.168.1.193,192.168.231.136,ftp,S,0.5369732691405307,0,90,1,dos
tcp,270,166,104,128.141.92.123,192.168.202.80,http,PA,0.06354964777026666,0,12,1,r2l
udp,599,243,356,156.45.210.61,68.93.70.80,dhcp,,0.18048827947393242,0,98,0,normal
tcp,840,472,368,192.168.183.86,192.168.132.151,ssh,U,0.030726033279635436,0,97,0,normal
tcp,130,71,59,121.67.124.168,98.136.244.74,mysql,S,0.07230885506975875,0,20,0,normal
tcp,348,119,229,192.168.216.114,192.168.40.219,telnet,PA,0.2750309322979798,1,89,1,r2l
udp,1255,705,550,192.168.109.225,192.168.185.198,ntp,,0.012329940714777896,0,4,0,normal
tcp,60,26,34,192.168.178.100,192.168.99.129,smtp,PA,0.09895903591043521,0,3,0,normal
tcp,730,238,492,168.36.92.238,192.168.206.216,http,U,0.07827827256568921,0,78,0,normal
tcp,182,46,136,192.168.129.9,67.105.61.149,https,U,0.012243334728464013,0,8,0,normal
tcp,1004,601,403,6.17.61.162,192.168.210.210,ssh,R,0.04871229675634359,0,13,0,normal
tcp,191,65,126,192.168.117.248,211.26.76.57,ssh,P,0.01471085376688374,0,40,0,normal
tcp,423,234,189,192.168.240.68,219.14.66.58,mysql,SA,0.026258943982209793,0,93,0,normal
tcp,667,515,152,192.168.27.62,40.114.123.25,https,A,0.026342317361625643,0,77,0,normal
tcp,847,367,480,144.124.81.14,192.168.103.250,ftp,PA,0.005817666879629203,0,77,0,normal
tcp,336,214,122,13.48.203.3,222.207.149.61,smtp,F,0.009211593525349268,0,67,0,normal
tcp,933,354,579,192.168.5.39,125.229.102.241,pop3,S,0.0009867462903123535,0,64,0,normal
tcp,502,232,270,36.26.89.31,113.150.60.136,https,SA,0.10140992102558935,0,76,0,normal
tcp,326,115,211,192.168.225.46,192.168.138.14,http,P,0.008497562581359495,0,28,0,normal
tcp,817,521,296,192.168.200.110,192.168.191.211,imap,FA,0.014109091022041088,0,72,0,normal
tcp,754,454,300,192.168.154.41,192.168.51.243,http,A,0.054960318133613996,0,98,0,normal
tcp,594,479,115,192.168.182.94,193.146.106.71,ssh,S,0.01618785610430179,0,10,0,normal
udp,970,389,581,192.168.146.167,192.168.27.187,dns,,0.017902142120072826,0,13,0,normal
tcp,636,297,339,192.168.203.8,105.181.145.163,telnet,S,0.047086951709080595,0,25,0,normal
tcp,346,304,42,87.116.242.125,192.168.210.97,smtp,S,0.6072167264035827,0,43,1,dos
tcp,81,75,6,192.168.18.48,192.168.107.108,mysql,S,0.09685335251139249,1,44,1,probe
tcp,789,284,505,192.168.66.112,192.168.223.229,ftp,R,0.0523169334060899,0,66,0,normal
tcp,200,28,172,20.253.231.67,192.168.208.131,ftp,R,0.09924214544750648,0,96,1,r2l
udp,1018,228,790,192.168.248.189,111.162.40.39,dns,,0.05685669298704812,0,98,0,normal
tcp,914,477,437,84.8.164.72,203.222.92.122,imap,U,0.10080108902177606,0,6,0,normal
udp,538,414,124,192.168.109.14,192.168.202.89,tftp,,0.23597307905596127,0,85,1,dos
tcp,826,242,584,81.227.239.220,215.163.7.41,imap,SA,0.009437332646446235,0,15,0,normal
tcp,1121,765,356,192.168.249.249,192.168.78.188,smtp,R,0.009705653686464477,0,25,0,normal
tcp,566,142,424,192.168.107.164,197.140.149.52,pop3,P,0.001333011029862177,0,98,0,normal
udp,451,191,260,146.130.190.59,192.168.56.141,ntp,,0.012577380558805208,0,37,0,normal
tcp,66,50,16,192.168.177.34,192.168.104.21,ssh,S,0.10300494951424012,0,27,1,probe
tcp,130,70,60,192.168.189.96,137.159.77.243,smtp,SA,0.1628189613464342,0,98,0,normal
udp,668,544,124,192.168.97.99,143.160.22.80,tftp,,0.09168188225590695,0,95,0,normal
tcp,850,343,507,192.168.203.193,40.26.54.44,mysql,U,0.007442252568598932,0,65,0,normal
icmp,60,51,9,192.168.199.170,192.168.110.58,echo-reply,,0.5383940893859019,0,51,1,dos
tcp,455,176,279,192.168.30.16,192.168.186.25,imap,PA,0.02964008937223682,0,96,0,normal
tcp,872,323,549,192.168.135.140,192.168.224.222,ssh,A,0.18285022367853324,0,65,0,normal
tcp,479,233,246,192.168.205.170,192.168.247.152,telnet,U,0.07773974119999219,0,67,0,normal
tcp,58,51,7,192.168.160.225,194.11.200.27,imap,S,0.21543327977476054,0,67,1,probe
udp,535,181,354,192.168.83.50,192.168.184.25,sip,,0.026826560872254636,0,20,0,normal
tcp,1046,371,675,192.168.192.226,66.4.11.41,pop3,P,0.01835071971060544,0,25,0,normal
tcp,835,464,371,192.168.186.87,106.134.24.120,http,PA,0.06341398451693309,0,57,0,normal
tcp,200,116,84,58.103.52.35,192.168.71.196,imap,PA,0.09621419702985937,0,31,1,r2l
tcp,1138,713,425,192.168.244.185,192.168.13.251,ftp,SA,0.006733221470141802,0,32,0,normal
tcp,1147,423,724,192.168.201.55,72.114.144.124,smtp,U,0.03192440807338948,0,26,0,normal
tcp,1168,887,281,192.168.2.39,49.106.18.108,ssh,SA,0.0023590494786318622,0,63,0,normal
tcp,648,278,370,192.168.128.206,216.102.27.131,pop3,P,0.02314691373232133,0,13,0,normal
tcp,224,137,87,192.168.141.251,143.118.209.117,ssh,F,0.01640954676798295,0,26,0,normal
tcp,966,242,724,153.152.22.3,163.130.104.136,ftp,A,0.044552943268969684,0,18,0,normal
udp,49,35,14,201.187.243.254,192.168.189.46,dns,,0.16533998079700404,1,4,1,probe
tcp,446,247,199,192.168.24.246,28.48.187.178,https,F,0.08844863402895073,0,52,0,normal
tcp,674,328,346,192.168.71.240,39.110.74.28,smtp,U,0.10216099463874291,0,15,0,normal
tcp,105,53,52,215.236.146.225,212.135.60.68,telnet,S,0.0024101015933323264,0,38,0,normal
tcp,594,430,164,196.66.221.184,52.16.83.119,telnet,S,0.03976255046793839,0,71,0,normal
tcp,138,109,29,13.143.177.178,48.24.62.103,telnet,U,0.04341575795331696,0,40,0,normal
tcp,753,270,483,192.168.241.114,182.226.119.64,pop3,S,0.03254545346904486,0,82,0,normal
tcp,84,35,49,182.148.238.189,192.168.192.87,mysql,A,0.01778505061458481,0,48,0,normal
tcp,546,321,225,176.254.190.139,49.235.148.52,smtp,PA,0.07319186202943152,0,62,0,normal
tcp,612,516,96,45.222.59.210,192.168.57.22,http,PA,0.05708249996503448,1,32,1,r2l
tcp,1154,366,788,192.168.45.61,192.168.23.149,imap,FA,0.018535028239815284,0,31,0,normal
tcp,1081,252,829,203.80.62.29,186.94.10.7,pop3,PA,0.00396216555378668,0,13,0,normal
tcp,470,223,247,100.72.130.109,171.121.164.57,http,FA,0.009226973488987633,0,60,0,normal
tcp,1090,868,222,49.48.21.174,192.168.52.230,mysql,PA,0.39897571791788483,0,96,1,u2r
tcp,487,294,193,192.168.75.105,21.73.59.47,smtp,PA,0.11947096571471769,0,30,0,normal
tcp,58,52,6,192.168.42.201,192.168.49.217,https,S,0.29590492252153355,0,30,1,probe
tcp,180,106,74,192.168.82.5,192.168.214.3,imap,F,0.04896986195599168,0,13,0,normal
tcp,304,234,70,90.209.69.70,192.168.74.126,pop3,U,0.10492355202090815,0,58,0,normal
tcp,62,53,9,192.168.23.187,192.168.57.21,https,S,0.1967448127617771,0,25,1,probe
tcp,200,123,77,218.246.42.109,192.168.192.122,mysql,PA,0.3617757173942608,1,31,1,r2l
icmp,1000,941,59,206.142.62.162,192.168.42.188,echo-reply,,0.44490516017629395,0,92,1,dos
tcp,1082,626,456,192.168.59.221,182.92.254.9,https,FA,0.01888214500312775,0,76,0,normal
udp,139,131,8,192.168.217.91,192.168.201.88,dhcp,,0.3870817775748156,0,11,1,dos
udp,569,320,249,192.168.107.97,192.168.127.184,sip,,0.031515087979665554,0,35,0,normal
tcp,500,120,380,24.248.30.107,192.168.175.214,http,A,0.11710635489401668,0,14,1,r2l
tcp,569,401,168,192.168.227.236,192.168.190.3,mysql,FA,0.013872905746416038,0,69,0,normal
udp,782,382,400,192.168.17.164,16.227.178.30,dns,,0.02076695743723886,0,31,0,normal
tcp,789,398,391,167.44.166.129,168.17.15.169,telnet,SA,0.08438823912555045,0,91,0,normal
udp,1015,375,640,192.168.102.67,192.168.11.98,tftp,,0.0021036729299057045,0,29,0,normal
tcp,112,73,39,192.168.38.45,192.168.12.178,ssh,S,0.4239906129595057,0,95,1,dos
tcp,1587,706,881,192.168.36.59,192.168.21.164,imap,A,0.07630413372886287,0,26,1,u2r
tcp,356,177,179,192.168.70.61,85.88.215.66,https,S,0.0018559145386563359,0,44,0,normal
tcp,71,61,10,147.7.245.40,192.168.217.254,telnet,S,0.2576184561094044,0,66,1,probe
tcp,604,373,231,192.168.177.243,192.168.142.73,http,SA,0.09744417848552496,0,22,0,normal
tcp,1060,616,444,192.168.174.119,192.168.209.17,ssh,S,0.027517320343866086,0,44,0,normal
tcp,912,493,419,181.55.144.175,192.168.203.67,https,A,0.12911809421627757,0,78,1,u2r
tcp,920,210,710,95.201.176.6,130.131.198.202,http,P,0.002317314833929738,0,60,0,normal
tcp,539,294,245,215.231.208.114,192.168.145.111,smtp,A,0.03141651322945616,0,32,0,normal
tcp,847,353,494,36.164.192.84,86.157.190.94,smtp,FA,0.037372328467323586,0,71,0,normal
tcp,901,543,358,210.127.19.65,192.168.220.252,https,R,0.002949873843398618,0,13,0,normal
tcp,526,398,128,192.168.83.153,201.138.87.223,pop3,FA,0.006514509233378045,0,62,0,normal
tcp,378,139,239,192.168.110.238,41.172.169.171,smtp,A,0.002521129949220971,0,77,0,normal
tcp,1020,872,148,192.168.31.201,192.168.6.220,imap,PA,0.07581443600589181,0,51,1,u2r
udp,761,570,191,12.125.78.122,141.71.149.48,dns,,0.028704486536041827,0,85,0,normal
tcp,901,423,478,192.168.29.234,192.168.4.158,mysql,R,0.04256444957435054,0,24,0,normal
udp,107,96,11,106.103.53.228,192.168.109.146,snmp,,0.4640128142282487,0,80,1,dos
udp,960,525,435,192.168.235.229,167.234.220.229,snmp,,0.01807358318198365,0,21,0,normal
tcp,496,287,209,79.83.167.7,192.168.147.125,telnet,R,0.029607491447044866,0,35,0,normal
tcp,897,419,478,192.168.188.3,205.149.123.182,imap,F,0.008891205541884129,0,41,0,normal
icmp,54,29,25,192.168.43.219,192.168.175.214,echo-request,,0.2034674501766157,0,87,1,probe
tcp,1208,646,562,192.168.11.143,192.168.122.78,ftp,PA,0.11161615195521114,0,64,1,u2r
udp,308,184,124,192.168.189.200,175.101.182.32,sip,,0.1121420799440738,0,8,0,normal
tcp,937,404,533,192.168.138.234,192.168.114.159,pop3,SA,0.020770244298657984,0,67,0,normal
tcp,56,53,3,17.13.208.199,192.189.65.115,pop3,S,0.07660753048759338,1,58,1,probe
tcp,184,120,64,192.168.40.56,192.168.61.36,smtp,S,0.22780755190438198,0,56,1,dos
tcp,848,318,530,192.168.42.230,192.168.58.206,telnet,U,0.07243165498999803,0,55,0,normal
tcp,452,262,190,192.168.123.58,143.9.62.202,https,S,0.4636354661282619,0,90,1,dos
udp,800,387,413,192.168.211.35,192.168.164.33,dns,,0.10796833013689372,0,19,0,normal
tcp,372,296,76,7.178.103.38,192.168.94.244,pop3,SA,0.031101968662669593,0,71,0,normal
icmp,346,99,247,192.168.109.27,192.168.58.200,echo-reply,,0.06239931179992322,0,86,0,normal
tcp,257,201,56,192.168.96.222,192.168.12.4,https,S,0.7284459608805544,0,13,1,dos
udp,800,604,196,16.114.40.40,192.168.121.241,ntp,,0.8315843877238988,0,86,1,dos
tcp,786,377,409,25.46.122.170,89.197.27.110,ftp,FA,0.037612153142463814,0,18,0,normal
tcp,368,184,184,192.168.146.48,192.168.167.121,https,R,0.011553665696157534,0,12,0,normal
tcp,313,154,159,26.240.64.130,93.37.203.211,mysql,FA,0.020382930632002506,0,59,0,normal
tcp,877,204,673,192.168.62.109,128.193.243.239,telnet,F,0.038733256216433025,0,35,0,normal
tcp,1199,895,304,192.168.82.129,77.58.61.171,https,FA,0.046600120608395454,0,59,0,normal
tcp,795,432,363,72.247.25.136,192.168.96.218,imap,U,0.12449726411812331,0,49,0,normal
tcp,603,515,88,144.253.179.142,192.168.169.4,ssh,S,0.6069312083569344,1,30,1,dos
tcp,1311,641,670,192.168.49.105,192.168.49.121,telnet,F,0.1111490109463637,0,87,0,normal
udp,60,52,8,122.18.61.73,192.168.69.11,snmp,,0.2657842878502079,0,26,1,dos
tcp,269,40,229,192.168.31.246,200.98.83.26,telnet,PA,0.024230799779020998,0,10,0,normal
tcp,217,158,59,192.168.14.25,122.57.162.201,ftp,PA,0.030783976327220842,0,67,0,normal
udp,454,298,156,56.201.40.88,192.168.194.150,tftp,,0.6560591962029049,0,62,1,dos
tcp,913,759,154,192.168.154.211,146.136.92.57,telnet,FA,0.055697356076632606,0,24,0,normal
tcp,833,358,475,192.168.189.180,192.168.14.84,https,P,0.05446784172629159,0,87,0,normal
tcp,940,324,616,192.168.66.23,71.190.115.165,mysql,PA,0.022222184745419846,0,40,0,normal
tcp,870,286,584,79.250.215.74,192.168.11.23,smtp,A,0.12120937062000382,0,26,1,u2r
tcp,705,295,410,192.168.6.138,33.103.68.222,smtp,F,0.014539717329533243,0,68,0,normal
tcp,432,317,115,211.230.130.250,187.130.119.37,imap,FA,0.009823606626077928,0,94,0,normal
udp,654,357,297,192.168.62.203,133.26.172.204,ntp,,0.015563901675692635,0,1,0,normal
tcp,729,290,439,192.168.100.16,192.168.147.27,pop3,S,0.02328505040530855,0,41,0,normal
tcp,56,41,15,192.168.51.9,86.218.226.62,telnet,S,0.044164364315673735,0,52,1,probe
tcp,459,166,293,192.168.151.51,185.115.190.157,http,A,0.011944219281110948,0,3,0,normal
icmp,169,138,31,192.168.129.138,21.173.96.37,echo-request,,0.6206235731387554,0,52,1,dos
tcp,378,266,112,192.168.67.119,192.168.248.223,ssh,SA,0.08792631599346923,0,92,0,normal
tcp,674,145,529,35.135.219.227,192.168.43.152,mysql,F,0.006687973829631648,0,30,0,normal
tcp,1040,577,463,192.168.16.135,208.168.118.28,ftp,SA,0.04068541983438866,0,19,0,normal
tcp,1202,655,547,203.231.2.16,21.1.226.192,http,S,0.09839662960833055,0,99,0,normal
tcp,700,483,217,192.168.26.241,95.142.228.121,telnet,P,0.03359214130560296,0,47,0,normal
tcp,1129,512,617,192.168.105.133,122.61.131.32,ftp,PA,0.002737201601307879,0,90,0,normal
udp,588,379,209,192.168.249.57,192.168.142.220,dhcp,,0.11283665843197135,0,73,1,r2l
tcp,228,140,88,192.168.154.209,192.168.112.102,imap,PA,0.3327892531173229,0,42,1,r2l
udp,377,91,286,192.168.25.235,192.168.31.179,snmp,,0.001267586795750527,0,48,0,normal
udp,459,179,280,175.0.5.67,136.133.126.241,snmp,,0.01734665399202863,0,16,0,normal
tcp,847,748,99,210.145.164.67,192.168.59.72,ftp,SA,0.004650616758901982,0,53,0,normal
tcp,1136,522,614,192.168.253.217,192.168.99.127,https,A,0.31097746654716735,0,87,1,u2r
tcp,694,215,479,192.168.145.237,188.243.62.60,telnet,U,0.0825836246995414,0,95,0,normal
tcp,458,97,361,192.168.144.15,192.168.142.241,imap,P,0.007265160622446507,0,33,0,normal
tcp,1000,912,88,192.168.204.134,192.168.237.27,telnet,S,0.6284300436499598,0,55,1,dos
tcp,275,142,133,48.213.40.86,192.168.217.67,pop3,R,0.007748293712758453,0,45,0,normal
tcp,110,96,14,192.168.175.17,192.168.41.204,pop3,S,0.5939317067980301,0,22,1,dos
tcp,52,31,21,192.168.19.248,192.168.99.111,ssh,S,0.2514536868625922,0,92,1,probe
tcp,768,352,416,192.168.7.67,192.168.231.63,smtp,S,0.03475418237493671,0,73,0,normal
tcp,103,52,51,192.168.236.235,192.168.23.25,pop3,U,0.010604058566462835,0,69,0,normal
udp,1162,482,680,192.168.156.122,147.101.72.235,dns,,0.046568208835191666,0,10,0,normal
tcp,672,424,248,135.220.39.132,65.233.103.112,http,S,0.08605118261937818,0,51,0,normal
tcp,60,35,25,192.168.213.75,100.134.149.133,mysql,FA,0.05856856402483284,0,70,0,normal
tcp,896,429,467,192.168.21.37,192.168.23.28,telnet,PA,0.005154037868819673,0,76,0,normal
tcp,866,536,330,192.168.20.121,192.168.196.115,smtp,A,0.0276970337937587,0,87,0,normal
tcp,353,219,134,31.29.210.113,192.168.201.9,http,S,0.30212799487154096,0,76,1,dos
udp,218,184,34,192.168.205.114,192.168.167.209,dns,,0.4923826552462285,0,15,1,dos
udp,675,283,392,192.168.114.65,188.86.37.1,dns,,0.019636659505901342,0,8,0,normal
tcp,1214,938,276,161.145.32.107,192.168.150.249,ssh,PA,0.12673464612862118,0,10,1,u2r
tcp,618,227,391,192.168.49.9,192.168.209.116,https,FA,0.03426887316986111,0,65,0,normal
tcp,353,171,182,192.168.57.246,192.168.156.216,pop3,FA,0.033214734091142825,0,19,0,normal
tcp,906,540,366,192.168.83.186,192.168.139.242,smtp,F,0.10087365253356334,0,69,0,normal
udp,887,200,687,87.3.164.114,192.168.25.246,sip,,0.08636105826343601,0,25,0,normal
tcp,612,437,175,92.23.197.37,192.168.173.170,telnet,R,0.01035106475641778,0,51,0,normal
tcp,923,260,663,192.168.167.4,97.170.32.77,http,FA,0.030903932180179554,0,25,0,normal
tcp,599,356,243,192.168.116.88,192.168.37.211,mysql,F,0.10631514561412538,0,27,0,normal
udp,340,329,11,192.168.95.129,192.168.19.188,snmp,,0.641844324603805,0,23,1,dos
tcp,1076,431,645,142.72.165.238,116.134.42.22,http,PA,0.016450886848925816,0,16,0,normal
tcp,1241,630,611,144.69.55.36,192.168.79.45,http,PA,0.3203868754206873,0,34,1,u2r
tcp,60,48,12,192.168.113.82,149.79.135.200,ssh,S,0.632572544814758,0,6,1,dos
tcp,423,230,193,192.168.193.121,192.168.139.44,mysql,R,0.012607896351770268,0,3,0,normal
tcp,847,242,605,192.168.247.97,192.168.159.9,ftp,SA,0.02292534109604687,0,74,0,normal
tcp,1116,546,570,192.168.122.221,192.168.32.75,ftp,FA,0.0017357803087068926,0,17,0,normal
tcp,501,472,29,192.168.47.248,192.168.217.28,ftp,S,0.712640480584693,0,43,1,dos
udp,570,357,213,123.98.222.151,192.168.106.26,dns,,0.02753032854444799,0,71,0,normal
tcp,730,459,271,31.231.18.196,192.168.32.152,ssh,PA,0.03873707857130145,0,67,0,normal
tcp,680,375,305,123.101.125.148,192.168.41.191,telnet,R,0.04099428706153678,0,8,0,normal
tcp,899,505,394,167.67.212.135,192.168.244.88,imap,A,0.12676578301604646,0,33,1,r2l
tcp,781,313,468,192.168.194.141,192.168.251.152,telnet,F,0.00010259343419593322,0,57,0,normal
tcp,974,551,423,192.168.221.223,192.168.140.171,https,F,0.00856569305442578,0,26,0,normal
udp,585,404,181,192.168.72.198,192.168.104.52,sip,,0.1277356287580385,0,29,0,normal
tcp,231,145,86,192.168.98.34,187.214.230.66,ftp,S,0.11214582860202121,0,18,0,normal
tcp,1449,458,991,190.81.64.119,192.168.51.144,ssh,PA,0.07079604659828227,0,34,1,u2r
tcp,200,74,126,192.168.31.136,192.168.11.224,imap,A,0.30258048310534436,0,5,1,r2l
udp,774,422,352,192.168.105.235,192.168.80.110,dhcp,,0.052011548548259,0,52,0,normal
tcp,77,72,5,13.38.45.71,49.134.197.30,https,S,0.2204515230841088,1,19,1,probe
tcp,1416,1101,315,67.189.86.174,192.168.37.245,ssh,A,0.2812567771321735,0,36,1,u2r
udp,279,222,57,208.14.70.157,192.168.64.173,snmp,,0.42953325310767787,1,75,1,dos
tcp,908,325,583,12.164.82.208,192.168.3.27,ftp,FA,0.001172551395466266,0,89,0,normal
tcp,853,417,436,212.83.97.205,65.38.204.117,ftp,U,0.04840756017333886,0,16,0,normal
tcp,114,94,20,77.140.224.88,192.168.82.155,telnet,S,0.4790856761160736,0,50,1,dos
tcp,1035,379,656,171.75.199.123,91.240.41.220,smtp,PA,0.07511671100046508,0,66,0,normal
tcp,1175,548,627,192.168.167.7,192.168.23.32,http,S,0.04211931911868161,0,81,0,normal
udp,831,355,476,192.168.154.108,192.168.140.224,dns,,0.0631644605488483,0,67,0,normal
tcp,844,515,329,120.212.7.101,192.168.97.22,http,FA,0.025019073192360856,0,52,0,normal
tcp,643,269,374,51.2.69.199,192.168.14.172,smtp,U,0.021618519424900156,0,37,0,normal
tcp,428,169,259,160.115.126.78,67.49.120.129,telnet,F,0.10290385368973956,0,93,0,normal
icmp,205,181,24,192.168.219.111,192.168.57.142,echo-request,,0.6547883372165453,0,71,1,dos
tcp,852,625,227,192.168.16.43,21.135.6.194,pop3,SA,0.012525723219170505,0,87,0,normal
tcp,60,44,16,192.168.132.225,192.168.73.244,smtp,SA,0.052377678334813174,0,80,0,normal
tcp,654,394,260,192.168.124.171,192.168.134.100,mysql,R,0.003180898934872094,0,63,0,normal
udp,429,118,311,192.168.49.168,192.168.122.134,dns,,0.0373218447599149,0,5,0,normal
tcp,551,228,323,192.168.109.64,192.168.202.212,mysql,S,0.03792048215903321,0,55,0,normal
tcp,975,233,742,72.235.210.160,192.168.118.202,mysql,PA,0.03697751243022765,0,63,0,normal
tcp,423,279,144,192.168.31.64,13.146.227.14,https,FA,0.07027513918703562,0,75,0,normal
icmp,64,50,14,110.42.149.140,192.168.189.90,destination-unreachable,,0.3735134959069488,0,40,1,probe
tcp,621,509,112,123.108.58.177,81.17.145.179,pop3,U,0.033347579013950995,0,3,0,normal
tcp,260,77,183,192.168.191.53,192.168.220.83,telnet,PA,0.07974806570694454,0,82,1,r2l
tcp,306,130,176,192.168.233.240,210.192.82.80,ssh,A,0.022260298402471616,0,14,0,normal
tcp,771,387,384,192.168.91.215,192.168.93.224,https,A,0.03935769427522612,0,61,0,normal
tcp,200,150,50,185.29.0.19,192.168.224.244,ssh,A,0.036488165918417845,0,55,1,r2l
tcp,621,367,254,192.168.33.65,77.69.126.123,http,R,0.044790317119846705,0,11,0,normal
tcp,645,409,236,165.188.211.81,192.168.203.8,smtp,R,0.07218397738934583,0,84,0,normal
tcp,883,343,540,192.168.53.135,7.93.84.205,mysql,SA,0.03372343273870423,0,14,0,normal
tcp,902,383,519,192.168.45.183,192.168.36.70,ftp,S,0.005696491207536833,0,63,0,normal
tcp,749,705,44,192.168.151.207,192.168.122.237,telnet,S,0.3394383598590948,0,58,1,dos
tcp,339,240,99,192.168.235.159,28.250.19.108,ftp,R,0.012178188698804765,0,73,0,normal
icmp,41,31,10,17.244.68.193,192.168.118.104,echo-request,,0.14893244981844062,1,1,1,probe
tcp,928,572,356,133.217.67.211,192.168.41.83,ftp,SA,0.0024663569458280264,0,41,0,normal
tcp,290,175,115,192.168.73.246,192.168.11.55,telnet,U,0.031224719029803973,0,25,0,normal
udp,565,295,270,192.168.15.142,192.168.235.130,ntp,,0.00981887175742877,0,61,0,normal
tcp,825,425,400,192.168.146.21,192.168.60.108,mysql,S,0.049909579700495206,0,32,0,normal
tcp,812,267,545,192.168.177.106,203.108.144.139,telnet,S,0.0374627213397491,0,24,0,normal
tcp,367,201,166,192.168.213.189,192.168.209.28,pop3,PA,0.026641672477950483,0,71,0,normal
tcp,134,105,29,149.140.119.194,192.168.223.169,smtp,S,0.5560848085500295,0,7,1,dos
tcp,833,574,259,192.168.102.20,192.168.114.70,imap,S,0.35835965722284263,0,33,1,dos
udp,1058,436,622,39.187.108.225,213.62.222.89,ntp,,0.07089603772992026,0,87,0,normal
tcp,711,311,400,192.168.202.95,192.168.240.73,https,S,0.09378049765908764,0,82,0,normal
tcp,694,428,266,22.147.194.62,192.168.221.135,http,R,0.01946929238235105,0,91,0,normal
tcp,345,118,227,199.54.192.223,192.168.153.157,ssh,PA,0.12686330725830056,0,39,1,r2l
tcp,607,416,191,192.168.131.68,192.168.3.34,telnet,P,0.06289415109168894,0,71,0,normal
tcp,1384,671,713,192.168.78.38,192.168.110.103,smtp,SA,0.12587637320020703,0,94,0,normal
tcp,60,35,25,192.168.203.170,110.113.146.183,mysql,P,0.03440779487084684,0,36,0,normal
tcp,754,368,386,192.168.134.206,192.168.202.247,smtp,PA,0.0710135735475154,0,28,0,normal
tcp,928,504,424,192.168.10.36,192.168.99.212,https,FA,0.023255212374621154,0,49,0,normal
udp,1074,352,722,155.165.218.194,192.168.103.176,tftp,,0.13633470262403272,1,81,1,r2l
tcp,733,455,278,192.168.12.121,192.168.193.142,telnet,U,0.05749524238698025,0,38,0,normal
tcp,492,270,222,192.168.22.36,192.168.209.114,ssh,P,0.19156385971507417,0,77,0,normal
tcp,1013,280,733,130.195.170.223,192.168.12.235,ftp,A,0.10429071784149672,0,61,1,u2r
