Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Label
80,123.63234899430262,21,8,5835,3151,2570.6185318242665,23.424287241704796,1,0,3,1,0,0.7582117461192459,207.54008954980054,BENIGN
23,190.5308154290737,336,71,44386,5144,3130.0145416863525,137.46046736250457,10,1,27,25,0,8.708057744094294,882.6058641742178,DDoS
80,42.82042519667576,26,29,4688,157,1856.835066817045,2.0387840414789373,0,0,9,2,0,0.5522361191129717,273.08697011950994,BENIGN
80,673.3631457774487,47,10,9681,3707,1134.5648454670622,4.874939977375091,1,0,6,0,0,0.6790457451547248,432.2498522738383,BENIGN
80,94.13545937570679,4,27,2011,1087,24.51495570114715,33.456556306837165,3,0,2,15,0,1.6558980689936265,523.5595007253432,BENIGN
53,4.3151433969089155,5,23,1191,1790,1104.027526364652,5.467669277915532,1,1,1,17,0,1.6244294893680302,657.8594620315466,BENIGN
80,107.62480471940574,12,22,5841,4184,283.081973354101,19.82815402594864,2,1,8,2,0,1.007981246298679,261.8992334686704,BENIGN
22,168.84904212838822,103,75,88582,2306,8413.749852846473,215.77369148836158,38,1,25,2,0,1.1350295526586034,897.875746482933,Web Attack
443,143.565114596763,23,15,3345,4065,345.7798897596063,33.352778240526945,0,1,5,15,0,1.7204927618679993,216.78907856146833,BENIGN
22,593.2615138653039,831,158,2443,5086,175.80715245463782,133.42099177322567,12,2,18,5,0,3.453634417445491,1058.8105714919834,Bot
123,416.13870242760873,25,20,6885,2992,836.5567213809157,30.35047023197516,4,0,6,15,0,1.4270192613711516,600.9869663982654,BENIGN
21,800.006594581525,927,15,64635,5749,4166.119283380116,60.89085378156184,955,28,4,84,1,8.030795048873886,109.0074847266784,PortScan
21,1094.22057275281,725,60,99816,4594,1728.9397497259433,23.228634091372026,12,4,29,49,0,3.9391851245974516,1038.7899656823924,Web Attack
443,105.90468026933047,47,27,4608,1702,576.1910501393845,4.420987427708845,3,0,7,10,0,1.0703493673926667,304.66802742311245,BENIGN
80,230.29081248203198,40,14,1802,1379,140.43976422849067,25.120208273611283,3,0,1,6,0,0.6132533910910669,583.5622641598552,BENIGN
443,452.71196899354334,4,19,2122,4171,3630.854111906335,18.38494605213865,0,0,7,1,0,0.5717524477266318,512.608951545247,BENIGN
80,149.86961079041853,296,143,19258,3926,7089.533431796363,112.23309840045484,36,1,14,33,0,6.960550669649004,585.573513719308,SSH-Patator
80,950.2835092967932,313,107,78198,4192,2319.266131309147,20.24118461109985,200,0,4,105,1,8.573610673915955,653.172028743246,DoS GoldenEye
443,19.534459563203445,17,27,4105,4991,2568.3627314853743,22.080887157130796,3,0,1,7,0,0.7860733485335429,543.5611707020812,BENIGN
22,258.7395179859953,534,95,43946,6213,7324.064501012316,129.19140238202115,26,2,18,24,0,5.658383455764948,1478.8530248843613,SSH-Patator
53,232.4668665884656,18,29,9848,2535,402.7925784537528,37.17573617417125,0,0,4,15,0,0.6684204802155849,772.3634507499892,BENIGN
53,129.06199354791823,1,29,1375,1421,668.0165415243767,22.399056654202845,0,0,4,16,0,0.8406040335284755,480.4801533709256,BENIGN
53,307.70671045527547,24,19,4452,653,3097.5754948727135,27.300707265700275,2,1,4,7,0,1.9914202398805756,796.69846935823,BENIGN
80,1083.4864185706185,740,54,27843,5209,2917.846011767083,57.26496275497941,39,2,5,36,0,5.911551453474003,1051.8748578468135,FTP-Patator
3389,1586.151665266153,454,193,86903,2320,4533.302568202548,9.634593577514044,13,2,27,11,0,5.634484532743956,1313.4452033535458,DDoS
80,11.425887507847566,7,20,4825,996,680.0783140035319,34.15226517592873,3,1,7,10,0,1.2056473896813857,351.8031678495952,BENIGN
80,97.20837325580149,47,26,6187,2498,19.997233174489917,6.438688584377262,4,0,8,8,0,0.5526552461649108,202.60983991827243,BENIGN
80,76.21425212868527,17,17,9528,2574,3043.3167071325074,6.3648098637389605,4,1,5,15,0,1.4507872240175077,638.5617496267128,BENIGN
443,521.4465235852927,5,10,9161,4347,891.990097397271,22.328915500828522,2,1,0,8,0,0.5281075329956898,444.1652622696961,BENIGN
53,543.0603124833212,16,4,9542,2305,670.483536272561,1.1676302768389755,4,0,7,5,0,1.4080364400630385,641.1484988120781,BENIGN
22,360.55473526855883,883,94,87318,911,2912.1030128415255,58.52740560122036,39,3,19,31,0,8.202539596204273,113.89258196462887,SSH-Patator
67,133.81052219929708,31,27,973,413,951.209541867549,13.695658187043769,3,0,1,14,0,0.8724895080701404,623.0162147765739,BENIGN
443,254.68651391570728,12,10,8457,2010,675.3643984243594,44.285292135558265,3,1,9,18,0,1.9797846212237007,302.18003760342435,BENIGN
80,17.501352819850823,46,14,3473,2510,555.3165981837885,3.645125681182579,1,0,0,11,0,0.5733035688604194,798.9975171494834,BENIGN
443,143.57856626665395,19,29,1676,4068,2604.9113125087597,2.8827758726410395,2,1,0,10,0,1.8443423956982703,707.5357512550447,BENIGN
68,437.54245413822474,12,18,3017,3709,732.1942152105901,69.01608749945032,4,0,5,1,0,1.9317322290949712,576.3271253834531,BENIGN
53,3.1041753512898147,3,21,7222,4735,758.4279666541094,2.05861236186256,2,0,0,10,0,1.426896839442517,466.93221296001775,BENIGN
80,50.57206352820213,34,7,9130,4599,710.0670407268146,12.906590955426546,3,0,1,19,0,1.3585983642662907,537.1819847410547,BENIGN
80,98.226364213686,42,17,319,3239,990.6438455304582,4.283105647620437,2,1,5,15,0,0.9445993533477408,533.321141489557,BENIGN
443,131.58988975826924,27,7,1729,319,470.66672781425046,120.79194218436344,1,1,1,9,0,1.8314393421060204,724.847797520932,BENIGN
3389,156.13233221655898,171,148,18545,1413,2783.371041103916,131.6893484163196,287,142,5,142,1,2.290828462843706,198.35771579711954,PortScan
68,91.4640660171253,6,3,4226,383,47.9772016943652,0.9714231386089034,1,0,4,3,0,0.7576455849435102,393.3858377626342,BENIGN
80,665.4675981621924,13,5,9578,1879,1851.697726529986,2.8516272906036386,1,0,8,11,0,0.95007207993419,273.62279166121743,BENIGN
23,793.9791119252154,647,89,85381,9587,6507.62181425477,36.50696275756549,33,0,4,41,0,4.466869801803078,220.51554803096303,Bot
22,87.69590697065397,661,8,19796,3898,23566.324359889346,43.64711682710908,47,3,1,40,0,1.7909896394092888,571.7960856810334,Web Attack
68,32.33957430673807,6,17,8738,320,342.237075469122,4.495382151430983,2,0,8,7,0,0.6215801165350929,373.59280309649137,BENIGN
53,34.1726762949923,39,12,8410,4449,803.2375192840863,30.337227319181164,1,0,5,15,0,0.7180332201422481,204.6244147892827,BENIGN
80,330.2753351799074,812,168,1856,9270,516.4633672521458,28.11258168315696,46,1,8,42,0,8.055342801485297,957.8267790464945,Bot
53,153.5590520276148,44,10,9183,4164,34.123454017237584,18.026808759784014,0,0,1,15,0,1.7900829366244615,669.5755431203045,BENIGN
8080,686.1326551219136,867,168,90417,2876,767.2537496857256,367.23150266435107,26,2,7,15,0,9.056426349855355,113.87429846046038,DDoS
443,911.2063023894468,647,18,12964,8997,4993.043074928551,5.390240264228887,169,172,1,184,1,4.673344689482015,674.7866616147206,PortScan
443,79.80310365530258,13,11,1761,444,169.95598542601383,44.84340124060665,2,0,7,11,0,1.8231242275049295,792.1572546074988,BENIGN
123,28.632048677119553,6,10,1314,2387,1337.3084386350279,35.89239228086421,2,1,1,3,0,1.785529335497973,414.40765200635406,BENIGN
3389,143.217467667181,30,114,21117,5320,5866.7124983533395,18.31093184022439,157,7,13,370,2,0.5234653346767194,1237.100823800867,DoS Hulk
80,240.5455796486912,29,18,8514,1556,104.83314709021931,22.25876396138618,4,1,6,3,0,0.9423890434563928,441.10239013312355,BENIGN
53,42.24793794261093,5,18,3592,3046,463.38385062781936,43.88814196007564,4,1,8,4,0,0.997508563124115,326.9642417434922,BENIGN
68,106.14327658025888,39,13,3698,3014,312.26136927474306,5.815716663230925,4,1,4,3,0,1.1256093131251133,711.7576044291129,BENIGN
80,105.8409771247776,288,78,56442,8841,245.28884130707425,203.93762372277507,15,4,2,2,0,3.342311794146196,399.9845788086208,SSH-Patator
80,76.17509269258312,19,26,4621,1459,1014.5691272415678,11.583368823722385,1,0,9,19,0,0.9817370812491557,607.753730130315,BENIGN
80,15.856619116691661,16,15,5547,4606,144.27344896099973,83.63978732715387,1,1,7,16,0,0.8821712341853074,739.7451405078182,BENIGN
80,257.2046254039663,7,24,1049,3674,1138.4508151113353,13.604157777901483,1,1,6,19,0,1.8204175041895598,518.3145296391187,BENIGN
80,309.42056676388273,36,28,921,3863,522.325162681027,3.8909504745061883,4,0,2,15,0,1.9957789423538048,304.32461750697934,BENIGN
80,242.43322593081876,899,61,47352,8824,1784.6325585324228,66.21338463706329,664,197,8,97,1,6.558483685590038,951.1701354410316,PortScan
80,190.18446545860945,47,13,6639,4370,788.6443973506579,4.64670796294117,2,1,1,4,0,1.3724322334840167,332.8156310580724,BENIGN
80,19.785298765325262,21,20,9526,2552,109.9069383198841,2.4298727597784757,0,0,2,18,0,1.7792285927603402,714.6288381723632,BENIGN
443,416.3885890714015,46,16,8184,4609,466.4242072767246,80.71514757170274,3,0,9,6,0,1.077742573078839,732.5313196188874,BENIGN
123,923.9268690161866,10,26,5857,4066,238.80309732763956,14.856297679889899,4,1,6,11,0,1.9126736868065812,742.0885764403952,BENIGN
123,10.635141910207615,21,13,6473,1451,38.871782159870676,2.6863276394348934,0,1,6,14,0,1.5756889117792041,357.25773439393254,BENIGN
3389,1026.7989664631882,517,185,20081,8662,3355.060285153231,84.78870145496978,83,3,41,292,4,7.36157470604906,1199.4342524930153,DoS Hulk
80,239.80324248375467,17,8,8764,2536,165.11658410195224,5.026295469646369,4,1,5,9,0,1.2609080462975726,221.9723940715587,BENIGN
80,380.1894721084087,33,17,6516,2124,1109.030404719314,34.97421215245002,0,0,7,6,0,1.4383088241867568,761.7591991950179,BENIGN
67,54.31022844037285,46,9,1757,4157,110.70406652566719,6.4230217130938785,1,0,0,16,0,0.5818711314490009,641.1270569171286,BENIGN
123,76.15341013245612,23,18,3109,1795,91.99606503468416,3.580606884164217,3,1,7,18,0,1.7152728529777028,314.60045131565016,BENIGN
80,18.086278583752875,26,23,7342,283,2040.903932511513,0.6618700371636363,4,1,3,3,0,1.550072675615984,618.5170497487281,BENIGN
23,1428.8404388427143,332,69,38299,6941,6125.7329847881865,158.38718338495894,12,1,6,42,0,2.074714749729152,594.3280234049416,Bot
80,1340.5357342911861,421,181,82045,1258,2941.752602479571,115.14052288974182,34,2,29,28,0,5.985440472102233,235.54810844345425,Bot
53,194.86181634875848,28,26,6731,4914,980.005131566731,28.525980821180426,2,0,8,5,0,1.1878474116301543,295.074973280143,BENIGN
443,323.64534679142633,39,22,341,3297,1137.3602949123258,12.125846900751105,0,1,5,17,0,1.0348216059815811,290.7466085261362,BENIGN
67,307.5028323818169,49,13,8466,827,2885.2108518285386,10.008550691184508,1,0,0,10,0,1.7059771987321608,228.79487660621487,BENIGN
23,33.23898700011708,552,135,48628,4691,5181.36306076075,147.8190870251174,13,3,9,47,0,9.70763561294214,395.10888074525906,Bot
123,189.01919186602606,32,2,5765,3941,2889.9916911432056,2.974998820482129,4,0,1,18,0,1.1110604208819719,424.4742270279937,BENIGN
80,59.0839871188928,14,12,1214,218,511.9871641015843,25.015066330876813,3,1,0,5,0,1.7575152042570696,297.6117816563254,BENIGN
443,145.74878132354334,42,15,4075,510,433.0118577716971,5.823490610956127,1,0,3,7,0,1.4517636981800963,637.3923762874424,BENIGN
80,411.1590494028961,710,86,24701,2690,5330.792056584257,2.414769020872097,7,4,21,11,0,7.307173457670449,225.83295945162752,Web Attack
21,562.6042590967338,614,189,38204,7265,7651.201883581233,200.89167410372363,342,1,14,112,2,6.228366384492488,471.5975076478217,DoS Slowloris
80,216.81749471468189,27,23,3752,601,650.1847149584855,0.4600516015655186,0,1,1,13,0,0.5073947929781935,604.2348396871616,BENIGN
67,97.4026046559827,30,21,2011,1516,295.35691084446444,5.338238814884449,2,0,4,6,0,0.7280392781825676,722.2741625395281,BENIGN
22,41.010404812170634,474,110,41777,572,1721.764002777436,20.646156691420455,218,7,41,52,0,5.133522807264746,236.9578726906056,DoS Slowloris
68,544.7660676506287,11,2,789,4507,407.6844684893146,14.05052484609222,4,0,9,18,0,0.957835348724678,642.9246251475772,BENIGN
443,566.2133000777246,20,18,4111,1781,543.292242028797,4.135247517929045,1,1,9,0,0,0.536332650559437,466.6691928251922,BENIGN
443,47.972955433286245,938,70,1519,623,4983.529690824702,4.048788492587299,398,7,32,356,0,0.3960009456839818,928.7831040250754,DoS GoldenEye
3389,1938.1851292776298,786,185,92615,5352,3319.976896199764,34.47624140715492,5,3,15,28,0,3.8761871100912266,809.0667470126942,SSH-Patator
3389,963.7548176194036,651,143,7193,8840,3503.688276968118,221.97195449725976,449,7,20,290,0,7.400363470178631,1360.3037059415794,DoS Hulk
80,98.88086743978552,33,22,1076,3114,567.0829576991134,62.60129371358913,2,1,5,9,0,1.9931370577006922,495.857316461295,BENIGN
123,256.2165250236917,13,10,9183,4180,168.27643551200515,1.7324124982105948,2,1,3,10,0,0.638103835654249,590.4577995900097,BENIGN
443,79.8906237618541,26,1,9061,3572,2148.0437168901367,9.100873377196644,2,0,6,10,0,1.9313639710332489,409.8527751175865,BENIGN
23,504.49514688922324,371,25,65079,9440,1954.6740877065927,1.900050192665043,28,1,8,46,0,3.843817451358456,565.2204820809345,Web Attack
67,21.537794544689657,45,23,5390,2404,1510.8505046584103,7.741947812557272,1,0,8,11,0,0.7251520356456478,485.12714245468754,BENIGN
80,786.927827727816,574,8,88612,7015,13509.775693479389,82.16687705244749,12,0,9,40,0,2.639959233411041,365.9240119983706,Web Attack
23,1040.8256597241282,323,45,67135,3586,462.25659878360693,215.87904477367954,1,2,24,17,0,6.081360469464067,1408.3419634855968,SSH-Patator
22,156.7977783588476,906,69,33806,3178,3419.468369337648,47.52476675639387,913,7,3,145,1,8.973738820161262,999.4109270214046,PortScan
21,369.24446625908394,286,83,29449,5950,3035.268459949623,5.289053809328896,25,2,16,32,0,5.401032653799678,205.71471646006248,FTP-Patator
443,412.0184796450258,104,34,91565,7994,8832.522330524876,134.13893950476245,45,4,19,16,0,1.5309877504289893,581.138717778606,Infiltration
8080,360.35627855444426,774,16,1202,4030,15489.037771817497,100.68010625794423,41,0,28,13,0,7.147203911395312,841.3537446956344,SSH-Patator
443,63.51321440511914,10,22,6688,952,1954.771286205122,10.33822052053681,0,0,2,4,0,1.243230540619505,436.9815095139734,BENIGN
8080,760.0565036944304,565,121,43062,1660,1854.1693591289845,38.44774155342333,13,3,7,40,0,2.5271250805970875,940.9084750961517,FTP-Patator
443,154.93164833284274,42,20,4980,2143,1745.3665133751194,24.995008187174534,1,1,7,18,0,1.672956628153438,661.6399364833776,BENIGN
21,175.14777366630435,621,95,40205,3869,3737.003653870252,86.23517719325574,192,8,49,172,1,3.2464609488438,918.4351070468434,DoS Hulk
443,380.73989374031174,12,5,5937,4682,1914.802379897567,30.10423317528926,3,1,6,4,0,1.4002393077418047,273.08318204669064,BENIGN
443,59.657511490604776,36,23,9561,1350,236.1617993962133,5.946655214561815,1,1,7,16,0,0.538146166631212,719.0617949339049,BENIGN
22,273.01364993851615,736,69,45645,9979,15772.276031460377,125.72133697033847,148,3,15,428,1,5.653991800750614,359.38588393506035,DoS Hulk
53,158.92397437657382,14,7,1611,757,49.9723915641048,23.950026979762704,1,0,1,17,0,1.4816232804250173,335.028449717603,BENIGN
80,256.9285572657811,47,21,9899,515,280.0586973093218,74.54611310873047,2,1,8,17,0,1.0002113557602246,784.3409058305728,BENIGN
443,53.37260911535413,11,8,3357,238,675.4556622168712,72.3777694962663,4,1,3,0,0,1.543517309260718,219.6052282445516,BENIGN
80,49.95496804626981,13,22,3633,2516,149.16921431064608,7.248153845720756,4,0,9,1,0,0.9138265740603808,524.5980130336923,BENIGN
80,169.40641140813625,22,12,6114,4653,868.4208413631324,25.513535529822732,1,1,4,14,0,1.1202170131868003,367.429473805076,BENIGN
80,87.25582694153708,23,28,6863,2708,1023.4148921903068,0.20756016801628546,0,0,5,6,0,1.0245411036417562,792.4532719700385,BENIGN
80,577.202296799556,34,21,5256,3809,2241.941309462751,43.13429130279943,1,0,0,9,0,0.9657093651355426,479.94673363912136,BENIGN
443,156.68517729069845,1,29,4192,4902,64.47968102210241,16.01143539149234,1,1,6,18,0,1.6312334643939304,702.7838810399804,BENIGN
8080,187.06754364010825,247,6,98786,5483,3032.771016901607,115.5469864977968,32,2,7,24,0,6.43758389469532,1475.5980016936337,DDoS
80,479.66327077373376,28,29,6609,1092,1774.796020972477,20.742185343050746,2,1,8,17,0,0.5522449378787574,219.44581124711584,BENIGN
80,168.70602951576203,10,3,7698,2293,278.2702698090441,1.109133045519208,1,0,7,12,0,1.2425163420113856,779.4033777226027,BENIGN
80,306.68544265642015,414,118,10174,7321,2974.7435018958213,14.226861741803118,36,3,14,11,0,0.8128697277148493,1296.3132616675996,SSH-Patator
443,214.8827609369276,45,24,5622,3816,168.13553717179406,21.25362837285571,0,0,2,4,0,1.0359864334436069,258.1156252865105,BENIGN
3389,202.07003041155627,636,178,50871,2029,763.2599200900138,63.71015301471098,890,173,6,137,1,4.418142659780674,138.07841024145898,PortScan
443,152.1834260668164,42,23,3790,2883,807.6773467479361,13.444867739044357,1,1,1,9,0,1.985962686161013,742.5364968814082,BENIGN
80,12.174341748488633,26,13,3340,1371,433.7247110915248,18.67877712232915,0,1,6,19,0,1.8910276167883326,242.7825391263608,BENIGN
80,528.3493051147294,2,15,3269,1308,675.1326755583377,0.41201569128389115,0,0,5,16,0,0.8312413733354048,453.54152703710577,BENIGN
443,741.6051478187778,25,3,9852,2220,1158.435544697384,1.569879530237882,3,0,8,1,0,1.1756803137785174,643.0690696508357,BENIGN
123,231.14717360177988,17,20,1037,1709,1417.8930475665247,3.662394075180762,2,0,2,7,0,1.6407204645750164,674.728737643562,BENIGN
8080,62.8116121655729,57,15,73345,951,7595.595094806935,119.7247112518566,37,4,20,12,0,2.314401622996213,449.630347648332,DDoS
67,402.9924755940733,26,5,6753,3398,535.6409495537757,104.61261131129467,1,0,9,5,0,0.7758941956422052,552.313619322131,BENIGN
80,21.26590272251934,7,10,3489,1811,1033.9661627280477,10.101287048872045,2,0,3,11,0,0.8952385520931101,461.4531342480692,BENIGN
443,638.3144774357964,22,19,946,3119,184.166128424613,8.637463381694452,0,0,4,9,0,1.8059940331108397,388.65105829818117,BENIGN
443,627.5957183942061,37,16,709,2208,18.4825239829784,10.370327138484335,1,1,3,10,0,1.178835949040915,478.57285089554966,BENIGN
80,81.58027592090946,38,15,7437,1751,2092.1426323615115,1.8984248359791367,0,0,5,15,0,1.8778725264725153,309.2426050999642,BENIGN
67,223.63014028251328,12,29,1928,3930,1298.6418334467403,7.948887215380115,0,0,6,5,0,0.5247414010927098,342.4791908978033,BENIGN
53,112.02655669944563,18,2,2205,540,745.5724461271274,1.385643660321957,3,0,4,14,0,0.9238818247540126,238.59692547092794,BENIGN
80,172.83544393023968,100,99,5838,3751,8511.68495518603,58.43144708296403,25,0,6,5,0,2.9525525416474268,1175.1715374848704,DDoS
22,1556.1813380403707,950,141,93421,3198,9353.893256434827,159.63216655770646,38,4,14,36,0,0.24890517403010173,624.844476916719,Infiltration
123,515.0716661801163,44,6,6328,605,375.6795729663132,20.267252986054455,4,0,5,18,0,1.7373390486317637,485.9782751318686,BENIGN
80,151.84400164339658,21,12,6143,2810,942.8852506692086,36.87848460914299,4,1,4,13,0,0.9560641320857641,461.4840577416904,BENIGN
80,25.221722945247567,26,29,1199,1465,1939.0329355633526,7.204778669969619,2,0,9,19,0,0.7695680109051439,200.62423373453316,BENIGN
443,276.09458468229593,24,24,8009,965,301.54086916234087,0.8802806261478259,0,0,1,16,0,1.0068541151499908,615.2055042957779,BENIGN
67,249.616630050676,30,20,8305,2538,2392.349132107986,15.992500687082199,1,1,5,14,0,1.498701441031254,729.986811183295,BENIGN
8080,898.2965720638277,444,28,70535,6511,5995.040045860561,26.179356640834133,39,2,10,30,0,7.313466926342416,1356.104015993313,DDoS
443,191.34329777262835,38,18,121,2189,1144.4073402083322,21.892809592736185,0,1,8,4,0,1.59888556265143,256.07052615295015,BENIGN
80,350.95335710473177,22,16,7056,4487,633.581644349776,1.2465248060648442,4,1,2,12,0,1.5083930122976994,528.7456315763359,BENIGN
23,130.24376482387194,630,91,7021,7782,8677.539023059528,90.47567363634751,336,1,47,60,1,8.782938139994595,145.99493645862356,DoS Slowloris
80,86.20117437844151,47,8,1978,4065,1396.771940226944,41.58321848152787,0,0,8,7,0,1.9692007131157763,604.5417304471905,BENIGN
443,64.96560732167353,17,15,3308,2652,1915.8081829591413,0.5954423613337505,1,0,9,19,0,1.1235897376481891,215.7900605039543,BENIGN
443,213.70056937311065,15,28,9831,3588,886.1057236883305,19.06673161360763,3,1,8,11,0,1.0499946268093037,752.6657792708154,BENIGN
443,56.07675863796479,19,12,8130,2624,2371.440365638539,55.96847271178332,4,0,1,19,0,1.895599650653387,451.11031086504454,BENIGN
443,71.9968139262378,9,5,7161,605,181.37344927312031,30.978549087016876,1,0,1,3,0,1.0581224537133949,374.07741629995735,BENIGN
443,15.549400313004865,24,28,6941,4120,658.5715003357801,69.75448111534286,1,1,9,15,0,0.7245462085611765,241.09637781502505,BENIGN
67,231.03735064864773,7,18,7426,2573,250.0830757567361,4.767334621776418,2,0,4,7,0,1.7603712036694814,275.17573844127634,BENIGN
67,49.61109650567009,17,8,4562,3346,2098.4472540355023,34.382163916117385,1,0,0,9,0,0.5585860790675432,617.1277121224675,BENIGN
443,267.0598054755056,34,2,7650,1567,436.8923942570227,7.205341059265722,0,1,3,7,0,1.6710051053654982,371.5434790192438,BENIGN
443,298.7605516369734,13,3,2380,3537,860.1409841552025,33.144203110190354,4,1,2,1,0,1.5016895460153745,434.4217975465489,BENIGN
443,26.306839256095156,46,11,9485,3275,3.884853905248418,6.937824774462856,3,0,3,17,0,1.4510556239333372,557.5626586831584,BENIGN
21,147.1051972694584,413,39,33359,1830,9066.349177273667,47.169844582403414,332,4,9,294,2,7.485580003315132,973.535866786011,DoS Hulk
443,108.87096129906956,24,4,963,3236,320.98457049366414,10.57936331063573,2,0,1,16,0,1.919018278185579,467.2277413771841,BENIGN
443,20.896923339337835,9,6,337,4975,25.184618683981938,2.08510550030124,3,1,7,14,0,1.9274432261420897,435.22386184624816,BENIGN
80,511.2613741569382,178,56,81218,1046,1844.538123074577,141.55867669595435,160,5,38,463,3,3.0932421209897605,1034.2863613532954,DoS GoldenEye
80,197.86139283822047,22,3,4767,182,5412.197422031985,13.89891875355251,3,1,3,2,0,0.8318673157070464,696.6759137462145,BENIGN
80,246.82558086230873,21,26,7552,4773,1737.466724676969,2.5421474822010364,2,0,7,2,0,0.9311372822517427,479.71447199276287,BENIGN
80,242.32086420814704,10,20,2644,832,102.21666382401683,20.727751526431923,3,0,9,18,0,0.8195115007997522,660.9747889241014,BENIGN
68,123.57565880977643,2,7,836,4894,1854.246597531073,38.78460566288154,1,0,3,6,0,1.3152845075016169,534.1055749222783,BENIGN
443,255.77537861852056,4,24,7162,710,509.7700061218551,50.923160310976996,1,0,3,4,0,1.0556893171929658,737.3340047787846,BENIGN
23,719.3706326109867,255,121,98878,4061,1207.6203692942645,136.19820020545194,432,4,22,84,1,7.494175895081892,1055.5259632281654,DoS GoldenEye
53,156.51125718710216,6,9,4864,2620,2728.8777541002364,3.9297055826360516,1,1,3,2,0,0.6050059326972929,567.6299932354403,BENIGN
443,85.86750052583642,39,21,3870,3321,546.408833805454,16.782977306608167,3,1,6,11,0,1.7048200825049276,222.75883319077732,BENIGN
68,195.51599123800278,35,14,9038,1635,459.8936565402132,2.0700811915311337,4,1,4,11,0,0.9754316993255431,449.2398537053101,BENIGN
443,71.58016735238236,182,20,18680,6329,3320.4244829180648,50.99240674037881,23,3,5,47,0,8.27737936103555,1259.624172287137,Web Attack
443,481.9150741094317,758,151,25076,963,15197.106316504956,129.4661548121572,124,5,25,197,1,3.067025109144487,151.40377830341504,DoS GoldenEye
80,492.0626900851442,29,28,6484,4863,118.17204891698069,28.016079691208912,1,1,1,15,0,1.6986958372756975,416.9877194526611,BENIGN
80,162.3453990664625,12,20,9752,3439,409.2360237005726,8.62689219889175,3,1,5,14,0,1.1947274976287618,367.05356913964704,BENIGN
53,149.04624710742883,10,17,8606,1318,54.67872552355964,4.312847134970659,3,1,9,5,0,1.838142556446472,661.8908800326803,BENIGN
443,4.919619253627493,39,20,826,2649,101.50835745765872,3.6141875290480585,3,0,9,10,0,0.5969710166358528,664.6652806401453,BENIGN
443,264.59212659556545,33,16,5731,4632,114.07061286479207,5.718730839367293,2,1,6,7,0,1.2066384163149486,229.80925632083387,BENIGN
443,74.33196100093913,27,22,5383,1752,428.9107549864542,2.7149973804720515,3,1,5,14,0,1.5606804955124585,401.28038963914855,BENIGN
80,217.53379892043716,26,14,485,1266,172.06290634817879,14.817237934563646,4,0,7,1,0,1.6287923501623773,544.275583254688,BENIGN
67,138.39775069598704,48,16,2003,2332,956.7723518673465,0.21662631694028595,2,0,7,13,0,1.9288704553967366,778.361631089848,BENIGN
443,257.0499112305103,119,165,60938,7350,686.3098380583525,188.71493676705578,10,1,27,41,0,5.108970627879007,712.2862065973594,Bot
443,567.7597051801603,422,38,96625,8861,1942.0907286759011,11.705760764804529,95,4,16,403,4,9.851512403222841,1014.3795869928667,DoS GoldenEye
80,134.14815508935652,10,15,3932,816,1032.6677739443583,27.189279089556017,3,0,8,13,0,1.9482479836801154,393.0087202586246,BENIGN
443,119.59150516148718,41,18,1489,1231,156.1631890526828,4.831947172580376,4,0,2,10,0,1.0273612469309885,608.2112435032809,BENIGN
8080,45.86295956367568,226,109,44795,4367,1366.5529140424173,109.90939980430853,742,95,9,172,1,5.645894555547782,572.3147506026808,PortScan
22,977.6764446404035,622,199,96345,672,8663.532222522492,45.77684515629288,23,3,14,2,0,4.122317754421369,607.9163352240973,Bot
23,938.169563014206,642,14,63890,5113,4962.997722078073,147.74650065669343,14,4,4,2,0,6.369182281847533,944.360698618138,SSH-Patator
443,31.597632432288652,40,18,5471,2961,49.15878481456769,2.109119930839075,0,1,8,15,0,0.5512618433408052,733.3235099012962,BENIGN
443,781.2198663138048,409,193,67732,4485,4611.920319183228,671.1762619917217,18,4,4,38,0,8.467081057670091,508.0879486454469,DDoS
80,885.876324042508,48,29,7258,1928,58.07535263519054,0.2261930209248887,4,1,4,11,0,0.9799915315640977,570.0399491193716,BENIGN
8080,173.63149357945426,442,25,44122,6176,2048.4113166714806,387.48089846781625,122,6,24,77,1,6.781619157112125,476.8673468508247,DoS Slowloris
80,58.35460475133267,29,11,2651,2045,1149.8235705292318,31.214680529402486,4,0,1,15,0,1.0768363727723962,703.2853207429031,BENIGN
443,192.55261909494018,17,9,1581,461,1250.0806495038962,2.1172270049046222,3,1,2,7,0,1.187411358307246,345.1327834253915,BENIGN
443,306.11174673996493,14,8,8039,2762,37.80766745211656,53.324792363491454,1,0,0,8,0,0.6235726102630501,554.3223617481536,BENIGN
80,654.4487044152794,14,3,9968,4510,4972.899252557881,3.09541254485864,1,0,7,0,0,0.7285709935138871,432.1686421214177,BENIGN
80,290.91692523003456,18,21,8545,431,622.377267213006,18.343028195447395,1,1,0,4,0,0.5067069519654557,302.4112602784887,BENIGN
80,266.63015818248743,3,24,9808,3491,3190.4614214324192,3.582601343096177,1,0,4,5,0,1.8023291960729815,660.9396254058413,BENIGN
