protocol,packet_size,src_bytes,dst_bytes,src_ip,dest_ip,service,tcp_flags,error_rate,wrong_fragment,count,is_threat,attack_type
tcp,789,109.0,680.0,192.168.1.217,10.0.0.159,ftp_data,SF,0.1852352127255528,0,29,1,U2R
udp,4080,3571.0,509.0,192.168.1.218,10.0.0.20,ntp,,0.0517953487998191,0,9,0,BENIGN
tcp,2138,822.0,1316.0,192.168.1.183,10.0.0.130,smtp,S,0.0392363713299429,0,6,0,BENIGN
tcp,1710,256.0,1454.0,192.168.1.21,10.0.0.84,http,SF,0.0339553727392663,0,17,0,BENIGN
tcp,3044,714.0,2330.0,192.168.1.216,10.0.0.1,telnet,SF,0.1342701697251667,0,6,0,BENIGN
tcp,3001,358.0,2643.0,192.168.1.70,10.0.0.12,http,SF,0.1167273339973584,0,10,0,BENIGN
udp,950,21.0,929.0,192.168.1.148,10.0.0.158,dns,,0.4026022702963931,0,48,1,R2L
tcp,2122,927.0,1195.0,192.168.1.159,10.0.0.99,smtp,SF,0.074372472047331,0,19,0,BENIGN
tcp,949,173.0,776.0,192.168.1.15,10.0.0.210,telnet,S,0.1649360157583428,0,41,1,Probe
tcp,1404,184.0,1220.0,192.168.1.5,10.0.0.99,telnet,R,0.004049041335827,0,14,0,BENIGN
icmp,956,404.0,552.0,192.168.1.107,10.0.0.227,eco_i,,0.2659180647995433,0,8,1,Probe
tcp,3396,258.0,3138.0,192.168.1.92,10.0.0.137,http,SF,0.0741646821460565,0,7,0,BENIGN
tcp,4453,1276.0,3177.0,192.168.1.175,10.0.0.246,ssh,SF,0.0253406726109053,0,12,0,BENIGN
udp,873,138.0,735.0,192.168.1.70,10.0.0.5,time,,0.046960729698299,0,6,0,BENIGN
udp,1513,599.0,914.0,192.168.1.207,10.0.0.188,dns,,0.1279019703178127,0,17,0,BENIGN
udp,1044,165.0,879.0,192.168.1.220,10.0.0.170,ntp,,0.0291347181477498,0,15,0,BENIGN
tcp,5654,690.0,4964.0,192.168.1.234,10.0.0.94,telnet,SF,0.1104575493475199,0,15,0,BENIGN
tcp,2861,762.0,2099.0,192.168.1.80,10.0.0.107,ftp,S,0.4332256271476176,0,2,1,U2R
tcp,3206,1003.0,2203.0,192.168.1.172,10.0.0.177,ftp,R,0.1069719907821378,0,8,0,BENIGN
tcp,1862,40.0,1822.0,192.168.1.179,10.0.0.143,smtp,SF,0.0092856246323804,0,18,0,BENIGN
tcp,2421,1938.0,483.0,192.168.1.96,10.0.0.168,http,SF,0.0845511667266982,0,14,0,BENIGN
tcp,1614,670.0,944.0,192.168.1.230,10.0.0.17,ssh,R,0.0190848058771356,0,6,0,BENIGN
tcp,4552,1314.0,3238.0,192.168.1.46,10.0.0.190,http,SF,0.0979520208646753,0,9,0,BENIGN
tcp,1220,153.0,1067.0,192.168.1.118,10.0.0.40,http,S,0.2632395242302736,0,8,1,U2R
icmp,1993,78.0,1915.0,192.168.1.68,10.0.0.238,eco_i,,0.3052362072772544,0,9,1,Probe
tcp,1714,585.0,1129.0,192.168.1.221,10.0.0.253,ssh,SR,0.1394333663421801,0,4,1,R2L
udp,2861,2099.0,762.0,192.168.1.254,10.0.0.55,ntp,,0.0196504376933585,0,1,0,BENIGN
icmp,2429,1168.0,1261.0,192.168.1.77,10.0.0.208,eco_i,,0.0790969128289896,0,6,0,BENIGN
udp,1151,676.0,475.0,192.168.1.206,10.0.0.53,ntp,,0.0318368986187557,0,8,0,BENIGN
tcp,3798,1544.0,2254.0,192.168.1.189,10.0.0.37,ftp,SF,0.012692982209977,0,2,0,BENIGN
tcp,1893,1253.0,640.0,192.168.1.144,10.0.0.238,http,SF,0.1132414041076561,0,19,0,BENIGN
tcp,1998,350.0,1648.0,192.168.1.249,10.0.0.185,http,SF,0.0877798036051429,0,14,0,BENIGN
tcp,1067,1022.0,45.0,192.168.1.138,10.0.0.83,ftp_data,SR,0.1200151728920135,0,19,1,R2L
tcp,1367,574.0,793.0,192.168.1.140,10.0.0.147,smtp,R,0.2952537260150119,0,8,1,R2L
tcp,1455,1130.0,325.0,192.168.1.238,10.0.0.167,http,SF,0.1103885162785367,0,15,0,BENIGN
tcp,2504,1094.0,1410.0,192.168.1.248,10.0.0.58,smtp,SF,0.0191521806964963,0,14,0,BENIGN
tcp,2200,68.0,2132.0,192.168.1.190,10.0.0.187,smtp,S,0.3395224566522101,0,10,1,R2L
tcp,1663,1397.0,266.0,192.168.1.166,10.0.0.144,telnet,SF,0.0248179934498809,0,19,0,BENIGN
tcp,3367,681.0,2686.0,192.168.1.217,10.0.0.13,ssh,SF,0.0223792705100717,0,11,0,BENIGN
tcp,1256,616.0,640.0,192.168.1.35,10.0.0.113,http,SF,0.0525663171219814,0,13,0,BENIGN
tcp,523,182.0,341.0,192.168.1.182,10.0.0.162,smtp,R,0.2688003978876088,0,32,1,R2L
tcp,5448,2615.0,2833.0,192.168.1.92,10.0.0.27,http,SF,0.0105574678674123,0,15,0,BENIGN
tcp,1661,587.0,1074.0,192.168.1.235,10.0.0.136,ssh,SF,0.0296252309300296,0,15,0,BENIGN
icmp,1865,40.0,1825.0,192.168.1.253,10.0.0.206,eco_i,,0.0965011473284518,1,35,1,DoS
tcp,1519,93.0,1426.0,192.168.1.67,10.0.0.213,http,SF,0.2637062022752763,0,17,0,BENIGN
tcp,335,273.0,62.0,192.168.1.160,10.0.0.222,smtp,SF,0.0289676013841633,0,13,0,BENIGN
tcp,4450,1068.0,3382.0,192.168.1.117,10.0.0.91,ftp,SF,0.1265154498207215,0,7,0,BENIGN
tcp,2218,513.0,1705.0,192.168.1.222,10.0.0.36,ftp_data,SF,0.0619933532244302,0,5,0,BENIGN
icmp,2015,595.0,1420.0,192.168.1.243,10.0.0.247,eco_i,,0.0845942234572051,0,19,0,BENIGN
icmp,3346,2254.0,1092.0,192.168.1.118,10.0.0.148,eco_i,,0.3743291755798654,0,38,1,Probe
icmp,715,261.0,454.0,192.168.1.146,10.0.0.210,eco_i,,0.2142768599900963,0,31,1,Probe
tcp,1597,465.0,1132.0,192.168.1.60,10.0.0.135,http,SF,0.3070469250775101,0,17,0,BENIGN
icmp,1530,147.0,1383.0,192.168.1.138,10.0.0.240,eco_i,,0.1051816001372194,0,4,0,BENIGN
tcp,4307,2464.0,1843.0,192.168.1.77,10.0.0.91,ftp,S,0.047203151685552,0,6,0,BENIGN
udp,2277,1329.0,948.0,192.168.1.160,10.0.0.57,time,,0.0749095943347847,0,18,0,BENIGN
tcp,2608,1703.0,905.0,192.168.1.140,10.0.0.231,http,S,0.0719293319479685,0,4,0,BENIGN
udp,2537,2029.0,508.0,192.168.1.23,10.0.0.114,dns,,0.3184094862646683,0,19,0,BENIGN
icmp,763,65.0,698.0,192.168.1.20,10.0.0.45,eco_i,,0.2496474331347166,0,186,1,DoS
tcp,2160,1442.0,718.0,192.168.1.47,10.0.0.132,ftp_data,R,0.0538460624789951,0,15,0,BENIGN
udp,1870,1230.0,640.0,192.168.1.165,10.0.0.182,ntp,,0.1213914330283413,0,5,0,BENIGN
tcp,1605,668.0,937.0,192.168.1.165,10.0.0.58,ftp,R,0.1277977369697975,0,13,0,BENIGN
tcp,1020,584.0,436.0,192.168.1.217,10.0.0.164,telnet,S,0.2583307244540727,0,26,1,U2R
tcp,155,98.0,57.0,192.168.1.67,10.0.0.74,ftp,S,0.7889805298974528,0,220,1,DoS
tcp,3363,1029.0,2334.0,192.168.1.201,10.0.0.43,ftp,R,0.0016316463013379,0,15,0,BENIGN
udp,2625,313.0,2312.0,192.168.1.185,10.0.0.100,dns,,0.1625843881589454,0,18,0,BENIGN
tcp,1694,10.0,1684.0,192.168.1.206,10.0.0.215,ftp_data,SF,0.0685150380540824,0,7,0,BENIGN
tcp,2313,1013.0,1300.0,192.168.1.131,10.0.0.104,ssh,SF,0.0031994167140113,0,16,0,BENIGN
udp,3596,1599.0,1997.0,192.168.1.142,10.0.0.96,time,,0.01767239011815,0,6,0,BENIGN
udp,2622,2516.0,106.0,192.168.1.91,10.0.0.229,dns,,0.5259045365912095,2,18,1,DoS
tcp,3401,1398.0,2003.0,192.168.1.17,10.0.0.240,ftp_data,SF,0.1135539508714825,0,6,0,BENIGN
tcp,2490,1111.0,1379.0,192.168.1.230,10.0.0.110,smtp,SF,0.1298433473243123,0,8,0,BENIGN
udp,641,153.0,488.0,192.168.1.184,10.0.0.27,ntp,,0.2095958367777822,0,116,1,DoS
tcp,1903,464.0,1439.0,192.168.1.16,10.0.0.53,ftp_data,SF,0.1664548142387764,0,17,0,BENIGN
tcp,2628,680.0,1948.0,192.168.1.128,10.0.0.78,telnet,SF,0.1184849383115916,0,11,0,BENIGN
tcp,2613,560.0,2053.0,192.168.1.61,10.0.0.104,ftp,SF,0.0479788194376179,0,11,0,BENIGN
tcp,6728,680.0,6048.0,192.168.1.27,10.0.0.193,ftp_data,SF,0.0156435319839863,0,18,0,BENIGN
tcp,1461,669.0,792.0,192.168.1.89,10.0.0.31,http,S,0.5925731046600634,0,42,1,R2L
tcp,3580,1250.0,2330.0,192.168.1.49,10.0.0.226,smtp,SF,0.0094450505003465,0,4,0,BENIGN
icmp,893,15.0,878.0,192.168.1.120,10.0.0.219,eco_i,,0.3298159153321843,0,47,1,Probe
tcp,2280,569.0,1711.0,192.168.1.116,10.0.0.109,ftp_data,SF,0.2668652245089559,0,21,1,U2R
tcp,3660,809.0,2851.0,192.168.1.90,10.0.0.176,smtp,SF,0.2698596767001419,0,5,0,BENIGN
tcp,3115,555.0,2560.0,192.168.1.35,10.0.0.240,ftp,SF,0.1653018158833383,0,5,0,BENIGN
tcp,2521,2224.0,297.0,192.168.1.84,10.0.0.183,smtp,S,0.2738044891029833,0,11,1,DoS
tcp,3620,1263.0,2357.0,192.168.1.99,10.0.0.207,http,SF,0.1012629120367751,0,7,0,BENIGN
tcp,2627,134.0,2493.0,192.168.1.204,10.0.0.29,smtp,SR,0.3633401762263503,0,28,1,R2L
tcp,3770,1200.0,2570.0,192.168.1.150,10.0.0.56,ftp_data,SF,0.0349334779012767,0,9,0,BENIGN
tcp,3799,781.0,3018.0,192.168.1.65,10.0.0.14,ssh,S,0.0183689971090665,0,3,0,BENIGN
tcp,2491,704.0,1787.0,192.168.1.179,10.0.0.27,ssh,SF,0.0679753790670248,0,12,0,BENIGN
udp,905,500.0,405.0,192.168.1.226,10.0.0.123,dns,,0.0238628224279903,0,17,0,BENIGN
udp,2045,235.0,1810.0,192.168.1.5,10.0.0.215,ntp,,0.0505734271248386,0,14,0,BENIGN
icmp,2042,191.0,1851.0,192.168.1.57,10.0.0.126,eco_i,,0.4508360562091192,0,387,1,DoS
tcp,2250,846.0,1404.0,192.168.1.249,10.0.0.42,ssh,SF,0.0468788495647695,0,13,0,BENIGN
tcp,2557,1085.0,1472.0,192.168.1.183,10.0.0.203,telnet,SF,0.1947777268325386,0,16,0,BENIGN
tcp,1777,274.0,1503.0,192.168.1.13,10.0.0.245,telnet,SF,0.1665874319178366,0,5,0,BENIGN
udp,2541,959.0,1582.0,192.168.1.19,10.0.0.11,time,,0.076610592136644,0,13,0,BENIGN
tcp,1778,584.0,1194.0,192.168.1.61,10.0.0.197,http,SF,0.0177172209614653,0,5,0,BENIGN
tcp,2291,671.0,1620.0,192.168.1.235,10.0.0.36,ftp,SF,0.1254591111053634,0,16,0,BENIGN
tcp,1531,407.0,1124.0,192.168.1.216,10.0.0.60,smtp,S,0.0411870155643497,0,12,0,BENIGN
tcp,3563,479.0,3084.0,192.168.1.244,10.0.0.99,ftp,SF,0.0166403398845921,0,18,0,BENIGN
tcp,414,189.0,225.0,192.168.1.55,10.0.0.225,ftp_data,R,0.3438854285329965,0,16,1,U2R
tcp,2608,231.0,2377.0,192.168.1.236,10.0.0.7,ftp,SF,0.0061493095259193,0,17,0,BENIGN
tcp,2039,350.0,1689.0,192.168.1.247,10.0.0.240,http,SF,0.0352573000209108,0,15,0,BENIGN
tcp,1965,616.0,1349.0,192.168.1.210,10.0.0.158,ftp,R,0.0319816242630176,0,3,0,BENIGN
tcp,2507,765.0,1742.0,192.168.1.56,10.0.0.189,ftp_data,SF,0.0761847918367363,0,8,0,BENIGN
tcp,2190,1528.0,662.0,192.168.1.164,10.0.0.231,smtp,R,0.1269210474110475,0,19,0,BENIGN
tcp,3673,1927.0,1746.0,192.168.1.242,10.0.0.238,http,SF,0.0808363652606744,0,19,0,BENIGN
tcp,4619,4.0,4615.0,192.168.1.75,10.0.0.68,smtp,S,0.3864903275189466,0,41,1,U2R
tcp,4356,1444.0,2912.0,192.168.1.112,10.0.0.105,http,SF,0.1834000132999316,0,4,0,BENIGN
udp,6579,3619.0,2960.0,192.168.1.23,10.0.0.118,time,,0.0490348778839522,0,17,0,BENIGN
tcp,1390,298.0,1092.0,192.168.1.52,10.0.0.3,smtp,SF,0.0014394436845276,0,12,0,BENIGN
icmp,615,317.0,298.0,192.168.1.229,10.0.0.14,eco_i,,0.1761031088795344,0,30,1,Probe
udp,5834,280.0,5554.0,192.168.1.254,10.0.0.106,time,,0.033235241732077,0,7,0,BENIGN
tcp,3626,555.0,3071.0,192.168.1.246,10.0.0.248,telnet,SF,0.0818906530721955,0,9,0,BENIGN
tcp,2874,1863.0,1011.0,192.168.1.179,10.0.0.106,smtp,S,0.2896188389997692,0,14,0,BENIGN
tcp,4672,1722.0,2950.0,192.168.1.187,10.0.0.50,ftp,S,0.1280345884930102,0,1,0,BENIGN
udp,4600,3122.0,1478.0,192.168.1.181,10.0.0.116,ntp,,0.0243440654920042,0,8,0,BENIGN
tcp,1100,547.0,553.0,192.168.1.56,10.0.0.145,ftp_data,SF,0.0423254493816293,0,15,0,BENIGN
udp,1948,702.0,1246.0,192.168.1.150,10.0.0.212,dns,,0.0810996664375888,0,4,0,BENIGN
tcp,610,371.0,239.0,192.168.1.208,10.0.0.147,ftp,S,0.3455217392238321,0,17,1,R2L
tcp,3146,13.0,3133.0,192.168.1.120,10.0.0.155,smtp,S,0.0163652897911289,0,1,0,BENIGN
tcp,78,12.0,66.0,192.168.1.86,10.0.0.174,ftp,S,0.0945251292784728,0,7,1,Probe
tcp,3705,777.0,2928.0,192.168.1.13,10.0.0.25,ftp,SF,0.1451868967258294,0,4,0,BENIGN
tcp,8319,667.0,7652.0,192.168.1.125,10.0.0.11,ftp_data,SF,0.0217695516390358,0,16,0,BENIGN
icmp,793,255.0,538.0,192.168.1.57,10.0.0.8,eco_i,,0.212818810822074,0,13,1,R2L
tcp,1375,871.0,504.0,192.168.1.121,10.0.0.166,ssh,SF,0.0164922196888036,0,5,0,BENIGN
icmp,518,485.0,33.0,192.168.1.93,10.0.0.61,eco_i,,0.4523645916887008,0,42,1,Probe
tcp,5081,1321.0,3760.0,192.168.1.75,10.0.0.78,http,R,0.2247228334723387,0,9,0,BENIGN
icmp,3304,273.0,3031.0,192.168.1.248,10.0.0.141,eco_i,,0.1361606093152502,0,2,0,BENIGN
tcp,2888,1506.0,1382.0,192.168.1.117,10.0.0.123,ftp,SF,0.1444302545715035,0,15,0,BENIGN
tcp,1975,373.0,1602.0,192.168.1.141,10.0.0.242,ssh,SF,0.1868126965001285,0,2,0,BENIGN
udp,958,895.0,63.0,192.168.1.143,10.0.0.205,ntp,,0.5095276833498238,0,29,1,R2L
icmp,1037,846.0,191.0,192.168.1.99,10.0.0.77,eco_i,,0.1983155478917622,0,38,1,Probe
udp,9290,432.0,8858.0,192.168.1.123,10.0.0.44,dns,,0.0662121579888199,0,1,0,BENIGN
tcp,3798,656.0,3142.0,192.168.1.108,10.0.0.68,ftp,SF,0.0670735890315005,0,10,0,BENIGN
tcp,8156,1884.0,6272.0,192.168.1.115,10.0.0.156,ftp_data,S,0.0807521928495987,0,15,0,BENIGN
icmp,223,153.0,70.0,192.168.1.229,10.0.0.249,eco_i,,0.6666662773420667,0,5,1,Probe
tcp,1227,1223.0,4.0,192.168.1.121,10.0.0.170,smtp,SR,0.6238764153824076,0,8,1,R2L
tcp,1334,652.0,682.0,192.168.1.61,10.0.0.120,telnet,SF,0.0092802952023501,0,1,0,BENIGN
tcp,1541,716.0,825.0,192.168.1.209,10.0.0.111,ssh,SF,0.1407135950103558,0,13,0,BENIGN
tcp,6105,336.0,5769.0,192.168.1.47,10.0.0.181,smtp,SF,0.1517435021325614,0,14,0,BENIGN
tcp,2718,367.0,2351.0,192.168.1.70,10.0.0.81,ssh,SF,0.0816632793011875,0,6,0,BENIGN
tcp,1747,388.0,1359.0,192.168.1.180,10.0.0.247,http,SF,0.0381336161358783,0,1,0,BENIGN
udp,5002,3579.0,1423.0,192.168.1.132,10.0.0.40,ntp,,0.0154819133830071,0,16,0,BENIGN
udp,2601,1536.0,1065.0,192.168.1.72,10.0.0.22,dns,,0.0477648205265717,0,13,0,BENIGN
tcp,1364,609.0,755.0,192.168.1.93,10.0.0.175,ftp_data,S,0.193508214471515,0,23,1,R2L
tcp,1956,1593.0,363.0,192.168.1.211,10.0.0.45,telnet,SF,0.2460161687675296,0,5,0,BENIGN
tcp,1560,482.0,1078.0,192.168.1.115,10.0.0.234,smtp,SF,0.0727806592779955,0,42,1,U2R
udp,1388,642.0,746.0,192.168.1.86,10.0.0.224,time,,0.0770897634955393,0,18,0,BENIGN
tcp,998,537.0,461.0,192.168.1.76,10.0.0.211,ssh,R,0.4585096790017861,0,29,1,DoS
tcp,936,388.0,548.0,192.168.1.194,10.0.0.8,smtp,SF,0.0031918750420927,0,7,0,BENIGN
tcp,2405,359.0,2046.0,192.168.1.39,10.0.0.142,ftp,SF,0.0640635808249765,0,10,0,BENIGN
tcp,2286,716.0,1570.0,192.168.1.18,10.0.0.73,smtp,SF,0.0444367618240599,0,4,0,BENIGN
tcp,328,212.0,116.0,192.168.1.179,10.0.0.215,telnet,S,0.4719258461094994,0,35,1,R2L
tcp,3486,609.0,2877.0,192.168.1.204,10.0.0.142,ssh,SF,0.0497446392475794,0,14,0,BENIGN
tcp,2508,573.0,1935.0,192.168.1.138,10.0.0.154,ftp,R,0.0184301930164377,0,8,0,BENIGN
udp,3500,2290.0,1210.0,192.168.1.252,10.0.0.155,time,,0.1264127622899707,0,13,0,BENIGN
tcp,3093,546.0,2547.0,192.168.1.88,10.0.0.109,smtp,SF,0.1160886112530289,0,5,0,BENIGN
tcp,5702,1159.0,4543.0,192.168.1.26,10.0.0.1,ssh,SF,0.0079009794359069,0,13,0,BENIGN
icmp,1988,755.0,1233.0,192.168.1.129,10.0.0.190,eco_i,,0.0121913956945641,0,15,0,BENIGN
tcp,1396,429.0,967.0,192.168.1.100,10.0.0.19,ftp_data,S,0.3145182478345172,0,12,1,Probe
tcp,1139,425.0,714.0,192.168.1.207,10.0.0.6,http,SF,0.0730283298409455,0,11,0,BENIGN
tcp,2517,1400.0,1117.0,192.168.1.8,10.0.0.199,telnet,SF,0.1396889027292513,0,17,0,BENIGN
udp,2450,124.0,2326.0,192.168.1.17,10.0.0.61,ntp,,0.1698646618206208,0,10,0,BENIGN
tcp,2018,1257.0,761.0,192.168.1.217,10.0.0.217,http,SF,0.0869337240207421,0,18,0,BENIGN
udp,608,252.0,356.0,192.168.1.254,10.0.0.153,time,,0.3128140149402071,0,126,1,DoS
tcp,3585,1122.0,2463.0,192.168.1.132,10.0.0.20,ftp,SF,0.0563726270113066,0,12,0,BENIGN
tcp,1273,836.0,437.0,192.168.1.81,10.0.0.96,ftp_data,S,0.1524761092994022,0,14,1,R2L
tcp,834,184.0,650.0,192.168.1.61,10.0.0.5,telnet,S,0.1405495204216575,0,11,0,BENIGN
tcp,2382,630.0,1752.0,192.168.1.36,10.0.0.56,ftp,SF,0.2570347103188238,0,16,0,BENIGN
tcp,3856,888.0,2968.0,192.168.1.60,10.0.0.1,ftp,SF,0.0765483022802753,0,13,0,BENIGN
tcp,3403,1092.0,2311.0,192.168.1.254,10.0.0.160,ftp_data,SF,0.2240695492708897,0,12,0,BENIGN
tcp,4315,2498.0,1817.0,192.168.1.173,10.0.0.83,smtp,S,0.0172648723993536,0,5,0,BENIGN
udp,5474,490.0,4984.0,192.168.1.120,10.0.0.135,dns,,0.1266833014925237,0,9,0,BENIGN
tcp,917,893.0,24.0,192.168.1.173,10.0.0.189,ftp_data,S,0.0122126265237797,0,14,1,R2L
icmp,5619,2112.0,3507.0,192.168.1.148,10.0.0.127,eco_i,,0.0013598663135218,0,5,0,BENIGN
udp,1227,226.0,1001.0,192.168.1.170,10.0.0.94,dns,,0.0940065712316451,0,23,1,R2L
tcp,690,377.0,313.0,192.168.1.79,10.0.0.4,smtp,S,0.0014883452913076,0,5,0,BENIGN
tcp,926,332.0,594.0,192.168.1.232,10.0.0.167,ftp_data,S,0.0529966688697089,0,13,0,BENIGN
tcp,40,21.0,19.0,192.168.1.128,10.0.0.219,http,S,0.5074761841706917,0,13,1,Probe
tcp,2913,1525.0,1388.0,192.168.1.188,10.0.0.253,ftp,S,0.0475147605005879,0,12,0,BENIGN
tcp,2764,470.0,2294.0,192.168.1.94,10.0.0.227,telnet,SF,0.116424815381044,0,11,0,BENIGN
tcp,4414,448.0,3966.0,192.168.1.186,10.0.0.20,ssh,S,0.1640924637456054,0,7,0,BENIGN
tcp,3987,431.0,3556.0,192.168.1.20,10.0.0.19,ftp,SF,0.005121954769264,0,10,0,BENIGN
tcp,1692,1111.0,581.0,192.168.1.208,10.0.0.241,ftp,S,0.1155393775895248,0,47,1,U2R
tcp,3553,457.0,3096.0,192.168.1.249,10.0.0.110,smtp,SF,0.0469452402032968,0,15,0,BENIGN
tcp,2068,944.0,1124.0,192.168.1.253,10.0.0.209,smtp,S,0.1125984720230231,0,13,0,BENIGN
tcp,2630,2381.0,249.0,192.168.1.109,10.0.0.241,ftp,S,0.013426734797179,0,16,0,BENIGN
tcp,1055,191.0,864.0,192.168.1.202,10.0.0.126,http,S,0.3429374373754612,0,36,1,U2R
tcp,1233,390.0,843.0,192.168.1.254,10.0.0.118,ssh,SF,0.2006740012434921,0,11,0,BENIGN
tcp,2969,2220.0,749.0,192.168.1.245,10.0.0.144,telnet,SF,0.0206447293038548,0,5,0,BENIGN
tcp,3729,593.0,3136.0,192.168.1.213,10.0.0.14,smtp,SF,0.1707933511831184,0,16,0,BENIGN
tcp,2328,376.0,1952.0,192.168.1.164,10.0.0.74,http,SF,0.1049716854134545,0,1,0,BENIGN
udp,1930,1269.0,661.0,192.168.1.41,10.0.0.35,ntp,,0.2572843283138209,0,8,0,BENIGN
tcp,5006,1323.0,3683.0,192.168.1.13,10.0.0.254,http,SF,0.0161825893620112,0,3,0,BENIGN
tcp,4390,392.0,3998.0,192.168.1.75,10.0.0.229,smtp,SF,0.2648817372184357,0,8,0,BENIGN
tcp,3375,916.0,2459.0,192.168.1.106,10.0.0.121,telnet,SF,0.0714892267761236,0,16,0,BENIGN
tcp,7310,1158.0,6152.0,192.168.1.44,10.0.0.162,ssh,SF,0.0076353542760267,0,11,0,BENIGN
tcp,3376,258.0,3118.0,192.168.1.117,10.0.0.69,smtp,SF,0.1010696747136861,0,15,0,BENIGN
tcp,3111,1658.0,1453.0,192.168.1.37,10.0.0.59,smtp,R,0.0052439541213599,0,12,0,BENIGN
tcp,3640,2667.0,973.0,192.168.1.48,10.0.0.167,smtp,R,0.0380035626872154,0,1,0,BENIGN
tcp,1919,209.0,1710.0,192.168.1.61,10.0.0.95,ftp_data,SF,0.0562593623695923,0,6,0,BENIGN
tcp,3717,566.0,3151.0,192.168.1.4,10.0.0.46,http,R,0.5153840533742569,0,27,1,DoS
tcp,2886,518.0,2368.0,192.168.1.252,10.0.0.151,ssh,S,0.0486540660141395,0,9,0,BENIGN
tcp,3037,867.0,2170.0,192.168.1.86,10.0.0.89,http,SF,0.1999831763437022,0,15,0,BENIGN
tcp,4048,629.0,3419.0,192.168.1.33,10.0.0.67,ftp,SR,0.280097389148815,0,47,1,R2L
tcp,6253,1237.0,5016.0,192.168.1.252,10.0.0.179,smtp,SF,0.0210445731074184,0,8,0,BENIGN
tcp,5826,1059.0,4767.0,192.168.1.198,10.0.0.103,ftp_data,S,0.1309200096104833,0,19,0,BENIGN
icmp,161,55.0,106.0,192.168.1.227,10.0.0.143,eco_i,,0.3738843311542007,1,34,1,DoS
tcp,3217,1517.0,1700.0,192.168.1.190,10.0.0.28,telnet,SF,0.0084584861867445,0,3,0,BENIGN
tcp,3973,1139.0,2834.0,192.168.1.234,10.0.0.7,ftp,SF,0.0598349090285177,0,5,0,BENIGN
tcp,1366,1125.0,241.0,192.168.1.119,10.0.0.212,ssh,S,0.0761398640950298,0,39,1,U2R
tcp,1352,724.0,628.0,192.168.1.136,10.0.0.26,telnet,SF,0.069097966523599,0,17,0,BENIGN
udp,712,565.0,147.0,192.168.1.231,10.0.0.239,time,,0.0037311792578283,0,25,1,U2R
udp,3537,2817.0,720.0,192.168.1.168,10.0.0.24,dns,,0.0814184488465419,0,10,0,BENIGN
tcp,2157,620.0,1537.0,192.168.1.175,10.0.0.50,ssh,R,0.0343247316954883,0,19,0,BENIGN
tcp,421,188.0,233.0,192.168.1.140,10.0.0.90,telnet,S,0.483040111182389,0,32,1,U2R
udp,4216,282.0,3934.0,192.168.1.125,10.0.0.22,ntp,,0.2459686338655344,0,47,1,R2L
tcp,2566,1451.0,1115.0,192.168.1.144,10.0.0.31,telnet,S,0.2074394022382963,0,17,0,BENIGN
tcp,2745,1279.0,1466.0,192.168.1.111,10.0.0.190,telnet,R,0.0457187925960416,0,19,0,BENIGN
tcp,922,512.0,410.0,192.168.1.219,10.0.0.11,ftp,SF,0.0347432594441183,0,18,0,BENIGN
tcp,1022,342.0,680.0,192.168.1.147,10.0.0.41,smtp,SF,0.0233347790103186,0,17,0,BENIGN
icmp,1939,151.0,1788.0,192.168.1.88,10.0.0.206,eco_i,,0.2318042109445552,0,25,1,R2L
tcp,3279,2363.0,916.0,192.168.1.192,10.0.0.212,ssh,SR,0.6399648503896498,0,23,1,U2R
tcp,1711,428.0,1283.0,192.168.1.125,10.0.0.37,telnet,SF,0.0382320450890091,0,18,0,BENIGN
tcp,2870,1374.0,1496.0,192.168.1.133,10.0.0.244,telnet,SF,0.2306134563777773,0,16,0,BENIGN
udp,5193,676.0,4517.0,192.168.1.56,10.0.0.139,dns,,0.0056045512019691,0,10,0,BENIGN
tcp,4335,1319.0,3016.0,192.168.1.170,10.0.0.179,telnet,SF,0.0073873243332961,0,16,0,BENIGN
icmp,1728,552.0,1176.0,192.168.1.125,10.0.0.23,eco_i,,0.2254119951183419,0,18,0,BENIGN
tcp,4430,406.0,4024.0,192.168.1.62,10.0.0.164,ftp,SF,0.0154641280298203,0,3,0,BENIGN
tcp,2301,1455.0,846.0,192.168.1.253,10.0.0.147,telnet,S,0.0214138073157031,0,9,0,BENIGN
tcp,1574,1050.0,524.0,192.168.1.52,10.0.0.194,telnet,S,0.1339667729585385,0,37,1,R2L
tcp,3354,1575.0,1779.0,192.168.1.117,10.0.0.226,ssh,S,0.1243431690612471,0,10,0,BENIGN
tcp,3821,897.0,2924.0,192.168.1.148,10.0.0.175,smtp,SF,0.022869814213752,0,18,0,BENIGN
tcp,2355,1054.0,1301.0,192.168.1.224,10.0.0.143,ftp,SF,0.0225008251620029,0,10,0,BENIGN
tcp,2253,528.0,1725.0,192.168.1.95,10.0.0.143,ftp_data,SF,0.0066018798764538,0,2,0,BENIGN
udp,1225,430.0,795.0,192.168.1.166,10.0.0.123,dns,,0.1737309386124987,2,37,1,DoS
tcp,4458,861.0,3597.0,192.168.1.29,10.0.0.85,smtp,SF,0.1893505803944823,0,9,0,BENIGN
icmp,1492,749.0,743.0,192.168.1.102,10.0.0.217,eco_i,,0.0565643113726256,1,43,1,DoS
tcp,555,298.0,257.0,192.168.1.233,10.0.0.95,http,R,0.195624982509106,0,21,1,U2R
